Unnamed: 0;CODGEO;LIBGEO;DEP;SUPERF;MED16;Geo_Shape;geo_point_2d;Cluster Labels;1st Most Common Venue;2nd Most Common Venue;3rd Most Common Venue;4th Most Common Venue;5th Most Common Venue;6th Most Common Venue;7th Most Common Venue;8th Most Common Venue;9th Most Common Venue;10th Most Common Venue
73;93046;Livry-Gargan;93;7.38;20446.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.5109183048, 48.9017915027], [2.510918824, 48.901881435], [2.5146115392, 48.9053812425], [2.5188517763, 48.9093291736], [2.5165070654, 48.9111839691], [2.512014423, 48.9117520916], [2.5087074644, 48.9131720476], [2.5071854878, 48.9167018073], [2.5072255596, 48.918522132], [2.5072938795, 48.9186564069], [2.5120680195, 48.9192784668], [2.5174193223, 48.9246266], [2.5175598529, 48.9256604403], [2.5178318553, 48.9256147725], [2.5312163509, 48.9267479163], [2.5360629237, 48.9279322429], [2.5406390612, 48.9299372736], [2.5446449767, 48.9341314878], [2.5501393657, 48.9351774065], [2.556902389, 48.9345812043], [2.5572440137, 48.9345357047], [2.5573787125, 48.9342655216], [2.5579910815, 48.9336805573], [2.5592866389, 48.933813025], [2.5594917603, 48.9337679162], [2.5598628007, 48.9336325901], [2.56095725, 48.9331734795], [2.562992031, 48.9315847076], [2.5631462057, 48.9314287962], [2.563482038, 48.9309318224], [2.5636645387, 48.9306528129], [2.5643142316, 48.9293458331], [2.5645154228, 48.9286262449], [2.5645822001, 48.9283117411], [2.5636932933, 48.927549519], [2.5622349116, 48.9261862918], [2.5608848691, 48.9247694852], [2.5597858662, 48.9228841595], [2.5592216226, 48.9216716529], [2.5592198141, 48.9214018617], [2.5590827478, 48.9213123285], [2.5478050869, 48.9177684851], [2.5397902575, 48.9129510565], [2.5282019835, 48.9071424088], [2.5227347543, 48.9046944467], [2.5219153274, 48.9042010613], [2.521504334, 48.9037974336], [2.5215042099, 48.9036625382], [2.5212347239, 48.9034474282], [2.5206878184, 48.9032869642], [2.5126485086, 48.9018803918], [2.5111906105, 48.9017008856], [2.5109183048, 48.9017915027]]]}";48.9202318556,2.5350599357;1;Supermarket;Fast Food Restaurant;Hotel;Train Station;Shopping Mall;Clothing Store;Gas Station;Park;Italian Restaurant;Bakery
74;93047;Montfermeil;93;5.45;18621.4814815;"{""type"": ""Polygon"", ""coordinates"": [[[2.5914203682, 48.9071463047], [2.5912646007, 48.9068301219], [2.5879162047, 48.8981179636], [2.5838172328, 48.8954103842], [2.5782238984, 48.8933772762], [2.5747470468, 48.8927525538], [2.5716083865, 48.8919769575], [2.567971683, 48.8907498291], [2.5651295617, 48.8897655917], [2.5626276286, 48.8888832512], [2.560095464, 48.8872309373], [2.5597528716, 48.886782721], [2.5595461376, 48.8862342806], [2.5595434954, 48.8857405491], [2.5594064582, 48.8853362542], [2.5589259391, 48.8847526303], [2.5586533644, 48.884573562], [2.5529992663, 48.8849437875], [2.5495327883, 48.887160189], [2.5468323976, 48.8934568481], [2.5461213066, 48.896018972], [2.5463078752, 48.8984001329], [2.5465816413, 48.8987590917], [2.5465831944, 48.8988939928], [2.5472653924, 48.8993426269], [2.5519278311, 48.9020139934], [2.5626337928, 48.9071453772], [2.5652020124, 48.9083633764], [2.5656949475, 48.9081475358], [2.5663343664, 48.9080338437], [2.5706259864, 48.907576276], [2.578566811, 48.9072906238], [2.5888539733, 48.9082184716], [2.5914203682, 48.9071463047]]]}";48.8981542665,2.56697338516;1;Supermarket;Train Station;Fast Food Restaurant;Hotel;Park;Hardware Store;Shopping Mall;French Restaurant;Italian Restaurant;Asian Restaurant
75;93048;Montreuil;93;8.92;18428.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4516631893, 48.8784872247], [2.453910769, 48.8783050428], [2.4545920462, 48.8783495175], [2.4589538111, 48.8786148253], [2.4634629597, 48.8784750395], [2.4642129055, 48.8783399023], [2.4647569848, 48.878069841], [2.4657101087, 48.8777989054], [2.46771776, 48.8768042027], [2.4699253946, 48.8745054293], [2.4701290233, 48.8740557681], [2.4731245338, 48.8703988317], [2.4755961495, 48.8676910092], [2.4792213752, 48.8654630035], [2.4820863654, 48.8626182508], [2.481538213, 48.8614053713], [2.4807860739, 48.8601484347], [2.4786066023, 48.8601506503], [2.4626327307, 48.8571859115], [2.447654911, 48.852094875], [2.4471088963, 48.8511516363], [2.4469726158, 48.8511519058], [2.4451343999, 48.8516479292], [2.4305627651, 48.8499642368], [2.4193094255, 48.8493318665], [2.4189687408, 48.8493320113], [2.4180025558, 48.8493327114], [2.4163411303, 48.8492337836], [2.4162925665, 48.8495546151], [2.4162022279, 48.8500766972], [2.4158409258, 48.8521587276], [2.4156430989, 48.8532720546], [2.4154457176, 48.8543449118], [2.4153677176, 48.8547375454], [2.4153349711, 48.8549838065], [2.4153151254, 48.8551734717], [2.4168547941, 48.8559391339], [2.4228006136, 48.8606625353], [2.4279881488, 48.8657660113], [2.4299226854, 48.8688608621], [2.4339172552, 48.8739790333], [2.4353586024, 48.8745838949], [2.4358353089, 48.8739988804], [2.4360381589, 48.8737741045], [2.4382426187, 48.8713823578], [2.4386334738, 48.8712942584], [2.4401352955, 48.8713444602], [2.4435419255, 48.8718801589], [2.4447687792, 48.8721484606], [2.4453826166, 48.8723725416], [2.4464052482, 48.8730014104], [2.4516606044, 48.8770491916], [2.4516631893, 48.8784872247]]]}";48.8631652232,2.4482059517;0;French Restaurant;Supermarket;Italian Restaurant;Restaurant;Hotel;Japanese Restaurant;Bakery;Pizza Place;Park;Cosmetics Shop
76;93049;Neuilly-Plaisance;93;3.42;24035.8333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.5204326157, 48.8745727364], [2.5207722709, 48.8742575349], [2.5194993103, 48.8671171786], [2.5186999471, 48.8593554277], [2.5186676181, 48.8559207305], [2.5200197431, 48.8539826905], [2.5208314735, 48.8524094004], [2.5208308154, 48.8521845626], [2.5206263955, 48.8521846431], [2.5177646697, 48.8518745624], [2.5165213316, 48.8516321186], [2.5159940542, 48.8514726021], [2.5156528292, 48.8513830857], [2.5155169666, 48.8513384679], [2.5147662704, 48.8510251528], [2.5138790753, 48.85029848], [2.5136731963, 48.8501636412], [2.5133340751, 48.8504338639], [2.5063240867, 48.8557562265], [2.5004000287, 48.8558539496], [2.499718939, 48.8556748334], [2.4989725972, 48.8567545153], [2.4964604243, 48.8591847741], [2.4963948645, 48.8599039677], [2.4968038339, 48.8600378905], [2.4972815095, 48.8603969345], [2.4987183286, 48.8626423059], [2.4994722995, 48.8638991326], [2.5004329042, 48.8663556245], [2.508314467, 48.8769274651], [2.5091354998, 48.877914692], [2.5093400208, 48.8779146311], [2.5105649862, 48.8774187236], [2.5118561232, 48.8766973436], [2.5123662758, 48.8760905818], [2.5128060528, 48.8755725641], [2.5145752421, 48.874896266], [2.5189341235, 48.8744399192], [2.5196839865, 48.8744393331], [2.5204326157, 48.8745727364]]]}";48.8637518036,2.51036788746;1;Supermarket;Fast Food Restaurant;Clothing Store;French Restaurant;Sandwich Place;Bakery;Italian Restaurant;Department Store;Japanese Restaurant;Electronics Store
77;93050;Neuilly-sur-Marne;93;6.86;19199.2105263;"{""type"": ""Polygon"", ""coordinates"": [[[2.529846599, 48.8742881231], [2.5300520633, 48.8743329967], [2.5387902149, 48.8702966445], [2.5478244919, 48.8725056787], [2.5549140797, 48.8702362777], [2.5556598801, 48.8694260594], [2.5570170991, 48.8682107059], [2.5578993783, 48.867534977], [2.5588516036, 48.8671283977], [2.5628641512, 48.8659074451], [2.5643243071, 48.865554837], [2.5676272327, 48.8658788812], [2.5675728532, 48.8656970207], [2.566118258, 48.8652205088], [2.5651790199, 48.8648987382], [2.5644029533, 48.8638113262], [2.5644078196, 48.8627402429], [2.5667123598, 48.8580361121], [2.5667802636, 48.857901458], [2.5669153302, 48.8577211809], [2.5670500148, 48.8575867682], [2.5673897252, 48.8572174713], [2.5676602228, 48.8568119499], [2.5677250387, 48.8562276167], [2.567450857, 48.8555997894], [2.5669042268, 48.8552857428], [2.5631534222, 48.8541695223], [2.5624717614, 48.8540357286], [2.5608368535, 48.8538147978], [2.5598150942, 48.8537714725], [2.5570105585, 48.8539113118], [2.5551734671, 48.8542291573], [2.5530631844, 48.8544578193], [2.5491131858, 48.8545104507], [2.5467299158, 48.8544690704], [2.5355243231, 48.8535762235], [2.5236230761, 48.8524942932], [2.5208308154, 48.8521845626], [2.5208314735, 48.8524094004], [2.5200197431, 48.8539826905], [2.5186676181, 48.8559207305], [2.5186999471, 48.8593554277], [2.5194993103, 48.8671171786], [2.5207722709, 48.8742575349], [2.5204326157, 48.8745727364], [2.5224659252, 48.8752607527], [2.5248353958, 48.8755723536], [2.5255093531, 48.8755246649], [2.5264337291, 48.8752261532], [2.5297363424, 48.8738155456], [2.529846599, 48.8742881231]]]}";48.8626509058,2.54022465396;1;Supermarket;Fast Food Restaurant;Hotel;French Restaurant;Bakery;Train Station;Steakhouse;Italian Restaurant;Japanese Restaurant;Shopping Mall
78;93051;Noisy-le-Grand;93;12.95;20826.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5957923215, 48.8142604258], [2.5956541451, 48.8139910479], [2.5956518291, 48.8135872242], [2.5958541355, 48.8131373251], [2.5961235178, 48.8126417844], [2.5963909215, 48.8116974513], [2.5964557305, 48.8108891373], [2.596166153, 48.810125494], [2.5958234156, 48.8097214179], [2.5951399402, 48.8091839798], [2.5930238565, 48.8077953602], [2.5922736734, 48.807437552], [2.5920700871, 48.807527694], [2.5803845663, 48.8109228477], [2.574124872, 48.8129126037], [2.5714864682, 48.8143196821], [2.5694553903, 48.8167056018], [2.5692540802, 48.8173353324], [2.568969817, 48.8177848902], [2.5684958631, 48.8182805298], [2.5686332926, 48.8184599993], [2.5709791871, 48.8226801571], [2.5590174828, 48.8294969585], [2.5540600708, 48.8322476939], [2.5517494951, 48.8333758409], [2.5485229415, 48.8348638274], [2.545914716, 48.835414251], [2.5417522755, 48.8357752056], [2.5405061803, 48.8360312375], [2.5381942277, 48.8368011732], [2.5372249044, 48.837796607], [2.5366531652, 48.8385093779], [2.5402549952, 48.8393326908], [2.5353714543, 48.8439733469], [2.5313232159, 48.8444297129], [2.5219084605, 48.8488037488], [2.5161272443, 48.850924542], [2.5156528292, 48.8513830857], [2.5159940542, 48.8514726021], [2.5165213316, 48.8516321186], [2.5177646697, 48.8518745624], [2.5206263955, 48.8521846431], [2.5208308154, 48.8521845626], [2.5236230761, 48.8524942932], [2.5355243231, 48.8535762235], [2.5467299158, 48.8544690704], [2.5491131858, 48.8545104507], [2.5530631844, 48.8544578193], [2.5551734671, 48.8542291573], [2.5570105585, 48.8539113118], [2.5598150942, 48.8537714725], [2.5608368535, 48.8538147978], [2.5624717614, 48.8540357286], [2.5631534222, 48.8541695223], [2.5669042268, 48.8552857428], [2.567450857, 48.8555997894], [2.5677250387, 48.8562276167], [2.5676602228, 48.8568119499], [2.5673897252, 48.8572174713], [2.5670500148, 48.8575867682], [2.5669153302, 48.8577211809], [2.5697446549, 48.8580668383], [2.5733030781, 48.854599156], [2.5738417938, 48.8533851734], [2.5741791041, 48.8528000067], [2.5808395035, 48.8425890262], [2.5861442428, 48.8344764916], [2.5862795315, 48.8342521219], [2.5866182331, 48.8338018185], [2.5925149932, 48.8258708604], [2.5940581637, 48.8215088199], [2.5951254667, 48.8170120271], [2.5952577015, 48.8162929829], [2.5955228315, 48.8149439323], [2.5957923215, 48.8142604258]]]}";48.8360445933,2.56502268276;1;Supermarket;Fast Food Restaurant;Asian Restaurant;Shopping Mall;Italian Restaurant;Train Station;Hotel;French Restaurant;Furniture / Home Store;Clothing Store
79;93053;Noisy-le-Sec;93;5.04;16394.5;"{""type"": ""Polygon"", ""coordinates"": [[[2.4516631893, 48.8784872247], [2.4494284161, 48.8786172625], [2.4494233585, 48.87909568], [2.4497761339, 48.8800343975], [2.4500759247, 48.880697677], [2.4512907215, 48.8834272969], [2.4504815366, 48.8855477795], [2.4446149764, 48.8887465655], [2.4390205626, 48.8932017761], [2.4389522727, 48.8933372525], [2.4394311813, 48.8944600395], [2.4404574273, 48.8964361304], [2.4412780273, 48.8980083588], [2.4412792237, 48.8982781572], [2.4421661631, 48.8985017232], [2.4485751571, 48.8997094972], [2.460112737, 48.9018997123], [2.461204804, 48.9024828829], [2.4616164445, 48.9039649878], [2.4655737255, 48.9051742856], [2.4682325498, 48.9053057262], [2.4691865808, 48.9052604963], [2.4697309148, 48.9051244149], [2.4698668983, 48.9047652961], [2.4699328717, 48.9041810417], [2.471905503, 48.8981248447], [2.4711895125, 48.8891168855], [2.4711886117, 48.8889370186], [2.4766396102, 48.8886614961], [2.4754062112, 48.8862810063], [2.4650978005, 48.8784733621], [2.4647569848, 48.878069841], [2.4642129055, 48.8783399023], [2.4634629597, 48.8784750395], [2.4589538111, 48.8786148253], [2.4545920462, 48.8783495175], [2.453910769, 48.8783050428], [2.4516631893, 48.8784872247]]]}";48.8913406811,2.4587933004;1;Supermarket;Hotel;Fast Food Restaurant;Restaurant;Japanese Restaurant;Clothing Store;Indian Restaurant;Gas Station;Furniture / Home Store;Train Station
80;93055;Pantin;93;5.01;16851.4285714;"{""type"": ""Polygon"", ""coordinates"": [[[2.4244192752, 48.8911917616], [2.4243302103, 48.890982692], [2.4215611491, 48.8878361228], [2.4186535964, 48.8847877321], [2.4174571709, 48.8842225382], [2.4171840794, 48.8841330755], [2.4146905613, 48.8835957067], [2.4118553718, 48.8833722703], [2.4113100834, 48.8832373897], [2.4112433412, 48.8843162501], [2.4111762028, 48.8845857169], [2.4099188341, 48.8868790937], [2.4081834208, 48.8885063932], [2.4015057766, 48.8896333256], [2.3986443943, 48.8894103473], [2.3985767954, 48.8899495999], [2.3984412687, 48.8909381705], [2.3976272337, 48.8945781132], [2.395518584, 48.8976350515], [2.3949062934, 48.8984440395], [2.392659014, 48.8997933245], [2.3903286187, 48.9010081458], [2.3894416378, 48.9011520138], [2.3901249212, 48.9018614543], [2.3940965259, 48.9055534901], [2.3959388672, 48.9072597868], [2.4001699128, 48.9111228749], [2.4003743848, 48.9112569953], [2.4005781903, 48.9112121508], [2.4010555766, 48.9109870152], [2.4029635561, 48.9098625189], [2.4045291719, 48.9089629147], [2.4052795501, 48.9086033238], [2.4067789145, 48.9082429431], [2.4080047183, 48.9080628515], [2.4084830703, 48.9081074819], [2.4112809242, 48.9110260127], [2.4112817798, 48.911070982], [2.4080799997, 48.9133196434], [2.4077404308, 48.9135445886], [2.4054914837, 48.9145343695], [2.4041967753, 48.9147599568], [2.4042653287, 48.9148502276], [2.4075419873, 48.9179123963], [2.4087678415, 48.9175074735], [2.4093818703, 48.9171471863], [2.4100624941, 48.9166892005], [2.4103931433, 48.916529854], [2.414086729, 48.9084183028], [2.4191896926, 48.9027442571], [2.4240178425, 48.8951791927], [2.42681244, 48.8956836261], [2.4277281319, 48.8958876527], [2.4272542974, 48.8945732897], [2.4266370576, 48.8929075039], [2.4259334316, 48.8930192452], [2.4249499091, 48.8925405871], [2.4245247179, 48.8915232168], [2.4244192752, 48.8911917616]]]}";48.8984598394,2.40893736699;2;French Restaurant;Hotel;Supermarket;Music Venue;Concert Hall;Bar;Movie Theater;Gym / Fitness Center;Restaurant;Bistro
81;93057;Les Pavillons-sous-Bois;93;2.92;20357.3913043;"{""type"": ""Polygon"", ""coordinates"": [[[2.5109183048, 48.9017915027], [2.5107827373, 48.9017019183], [2.507636835, 48.8985612519], [2.5076358963, 48.8985162828], [2.5074316321, 48.8983364813], [2.5001163485, 48.8956505207], [2.4998440551, 48.8957411131], [2.4956893603, 48.8966005136], [2.4956220934, 48.8966451956], [2.4957591005, 48.8970045958], [2.4963772121, 48.8985315198], [2.4940155948, 48.906443516], [2.4919983739, 48.9156221757], [2.4920671854, 48.9159812846], [2.4917295706, 48.9168800427], [2.4982227225, 48.9176358375], [2.5068845088, 48.9186574206], [2.5072938795, 48.9186564069], [2.5072255596, 48.918522132], [2.5071854878, 48.9167018073], [2.5087074644, 48.9131720476], [2.512014423, 48.9117520916], [2.5165070654, 48.9111839691], [2.5188517763, 48.9093291736], [2.5146115392, 48.9053812425], [2.510918824, 48.901881435], [2.5109183048, 48.9017915027]]]}";48.9077497585,2.50323627608;1;Fast Food Restaurant;Supermarket;Train Station;Hotel;Gas Station;Electronics Store;Chinese Restaurant;Clothing Store;Seafood Restaurant;Food & Drink Shop
82;93059;Pierrefitte-sur-Seine;93;3.41;14526.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.3534663375, 48.9656238249], [2.3536647251, 48.9658155376], [2.3652760152, 48.9730311417], [2.3656813995, 48.9735044951], [2.3661600198, 48.9741338046], [2.3661602893, 48.9742237313], [2.3664463376, 48.9741784814], [2.3757961234, 48.9720639007], [2.3759318951, 48.9720187453], [2.3756583186, 48.9712547541], [2.3736746182, 48.9645962026], [2.3711121442, 48.9598796503], [2.3706618471, 48.9491310256], [2.371479565, 48.9473340697], [2.3662810107, 48.9475144341], [2.3654618107, 48.9475154965], [2.3603665151, 48.9478445315], [2.352297129, 48.950392916], [2.352024292, 48.9504831677], [2.3520242216, 48.9507079857], [2.3533581308, 48.9592798352], [2.3534775718, 48.9652695766], [2.3534663375, 48.9656238249]]]}";48.9602089765,2.36360854928;1;Fast Food Restaurant;Hotel;French Restaurant;Train Station;Furniture / Home Store;Sporting Goods Shop;Supermarket;Park;Shopping Mall;Italian Restaurant
83;93061;Le Pré-Saint-Gervais;93;0.7;19256.5;"{""type"": ""Polygon"", ""coordinates"": [[[2.4106903466, 48.8784751065], [2.4094653049, 48.8800932555], [2.4083081686, 48.8804086018], [2.3988455272, 48.8871090951], [2.3986443943, 48.8894103473], [2.4015057766, 48.8896333256], [2.4081834208, 48.8885063932], [2.4099188341, 48.8868790937], [2.4111762028, 48.8845857169], [2.4112433412, 48.8843162501], [2.4113100834, 48.8832373897], [2.4110359356, 48.8825192798], [2.4109675431, 48.8819352813], [2.4110351978, 48.8816199509], [2.4115103345, 48.8807211628], [2.4118487232, 48.8793729362], [2.4119166786, 48.8787887071], [2.4106903466, 48.8784751065]]]}";48.8852204631,2.40598240359;0;French Restaurant;Restaurant;Bar;Bakery;Pizza Place;Movie Theater;Park;Bistro;Concert Hall;Italian Restaurant
84;93062;Le Raincy;93;2.24;26563.7391304;"{""type"": ""Polygon"", ""coordinates"": [[[2.5109183048, 48.9017915027], [2.5111906105, 48.9017008856], [2.5126485086, 48.9018803918], [2.5206878184, 48.9032869642], [2.5212347239, 48.9034474282], [2.5215042099, 48.9036625382], [2.5220489204, 48.9036170502], [2.5227992119, 48.9036155453], [2.5277431132, 48.9005802188], [2.5317692027, 48.8964025785], [2.5321056902, 48.8952338982], [2.5321731762, 48.8950093356], [2.5323707248, 48.8932114949], [2.5314827843, 48.8927637665], [2.5304594378, 48.8923604658], [2.5280725136, 48.8917800222], [2.5269135042, 48.8916027817], [2.519519344, 48.8908089283], [2.5185794007, 48.8909868136], [2.5181957754, 48.8911768236], [2.5180374316, 48.8908974004], [2.5166837109, 48.8887821614], [2.5162558266, 48.888159009], [2.5158463674, 48.8877553616], [2.5155732057, 48.8878001217], [2.5125115663, 48.8889729894], [2.5114931905, 48.890098374], [2.5113578481, 48.8902785833], [2.5111538953, 48.8905034778], [2.5100662363, 48.8914487042], [2.5090461284, 48.8921684704], [2.5074811891, 48.8926656572], [2.5069407792, 48.8942839871], [2.5074919335, 48.8959994348], [2.5076294461, 48.8963138581], [2.5077675625, 48.89685311], [2.5078365466, 48.8973471122], [2.5077720347, 48.8981112561], [2.5076358963, 48.8985162828], [2.507636835, 48.8985612519], [2.5107827373, 48.9017019183], [2.5109183048, 48.9017915027]]]}";48.8961908765,2.51897770016;1;Supermarket;Fast Food Restaurant;Train Station;Hotel;Clothing Store;Electronics Store;Food & Drink Shop;Furniture / Home Store;Gas Station;Department Store
85;93063;Romainville;93;3.44;17681.25;"{""type"": ""Polygon"", ""coordinates"": [[[2.4244192752, 48.8911917616], [2.4245247179, 48.8915232168], [2.4249499091, 48.8925405871], [2.4259334316, 48.8930192452], [2.4266370576, 48.8929075039], [2.4272542974, 48.8945732897], [2.4277281319, 48.8958876527], [2.4412792237, 48.8982781572], [2.4412780273, 48.8980083588], [2.4404574273, 48.8964361304], [2.4394311813, 48.8944600395], [2.4389522727, 48.8933372525], [2.4390205626, 48.8932017761], [2.4446149764, 48.8887465655], [2.4504815366, 48.8855477795], [2.4512907215, 48.8834272969], [2.4500759247, 48.880697677], [2.4497761339, 48.8800343975], [2.4494233585, 48.87909568], [2.4494284161, 48.8786172625], [2.4516631893, 48.8784872247], [2.4516606044, 48.8770491916], [2.4464052482, 48.8730014104], [2.4453826166, 48.8723725416], [2.4447687792, 48.8721484606], [2.4435419255, 48.8718801589], [2.4401352955, 48.8713444602], [2.4386334738, 48.8712942584], [2.4382426187, 48.8713823578], [2.4360381589, 48.8737741045], [2.4358353089, 48.8739988804], [2.4353586024, 48.8745838949], [2.4361091598, 48.8747717953], [2.436382543, 48.87571468], [2.4367268405, 48.8772874258], [2.4335953751, 48.8785038289], [2.4305289613, 48.8783714698], [2.4297118451, 48.8782821441], [2.4296445823, 48.8788214195], [2.4289315871, 48.8806760272], [2.4266400442, 48.8849575446], [2.4244863536, 48.890922289], [2.4244192752, 48.8911917616]]]}";48.8845546351,2.43800840947;2;French Restaurant;Supermarket;Hotel;Bakery;Bar;Indian Restaurant;Italian Restaurant;Electronics Store;Concert Hall;Clothing Store
86;93064;Rosny-sous-Bois;93;5.91;19946.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.481538213, 48.8614053713], [2.4820863654, 48.8626182508], [2.4792213752, 48.8654630035], [2.4755961495, 48.8676910092], [2.4731245338, 48.8703988317], [2.4701290233, 48.8740557681], [2.4699253946, 48.8745054293], [2.46771776, 48.8768042027], [2.4657101087, 48.8777989054], [2.4647569848, 48.878069841], [2.4650978005, 48.8784733621], [2.4754062112, 48.8862810063], [2.4766396102, 48.8886614961], [2.4770492062, 48.8887505192], [2.4787511635, 48.8884791527], [2.4791602831, 48.8883433378], [2.4833282536, 48.8876194605], [2.4868020095, 48.8870309593], [2.4908206841, 48.8863520463], [2.4940201126, 48.88562907], [2.4954451232, 48.8852097071], [2.4954154422, 48.884754528], [2.4950270166, 48.8838886471], [2.4946216421, 48.8815388172], [2.4970652174, 48.8784257683], [2.4976081975, 48.8781105877], [2.4991054795, 48.8775242088], [2.5005351204, 48.8771632587], [2.5008082479, 48.8771176331], [2.5037719373, 48.8774510127], [2.5054602843, 48.8791334341], [2.5057325643, 48.8791777259], [2.5082518081, 48.8783652223], [2.5090674124, 48.8780502102], [2.5091354998, 48.877914692], [2.508314467, 48.8769274651], [2.5004329042, 48.8663556245], [2.4994722995, 48.8638991326], [2.4987183286, 48.8626423059], [2.4972815095, 48.8603969345], [2.4968038339, 48.8600378905], [2.4963948645, 48.8599039677], [2.4961249081, 48.8607581], [2.4958527901, 48.8608486862], [2.4956483361, 48.8608487241], [2.4842185293, 48.8612092064], [2.481538213, 48.8614053713]]]}";48.8745436228,2.48657191745;1;Supermarket;Fast Food Restaurant;Hotel;Bakery;Japanese Restaurant;Clothing Store;Sandwich Place;Train Station;Electronics Store;Seafood Restaurant
87;93066;Saint-Denis;93;12.36;14621.5;"{""type"": ""Polygon"", ""coordinates"": [[[2.365846786, 48.9016094651], [2.3600520357, 48.9016110185], [2.3518739448, 48.9015220769], [2.3518047259, 48.9021512223], [2.3513975496, 48.9076788861], [2.3452507045, 48.9139253093], [2.339387712, 48.9197313981], [2.3374105635, 48.9208994633], [2.3359098577, 48.9216186884], [2.333114548, 48.9228316056], [2.3328418223, 48.9229218158], [2.3329771385, 48.9230115998], [2.333114608, 48.9231463604], [2.3392509563, 48.9292119297], [2.339729306, 48.9298054015], [2.3412293748, 48.9322768154], [2.3415024673, 48.9331308429], [2.3417073255, 48.9339844942], [2.3417064254, 48.9363208386], [2.3415026923, 48.9369950835], [2.3412292239, 48.9378937659], [2.3409575732, 48.9384327429], [2.3405473509, 48.9392416414], [2.3399680042, 48.9402528449], [2.3395250531, 48.9409491481], [2.3392523521, 48.9413532217], [2.3384331863, 48.9424323386], [2.3383653744, 48.9426118207], [2.3405483961, 48.9437893185], [2.3411622859, 48.9441488092], [2.3410936857, 48.9442833242], [2.339252393, 48.9455411734], [2.3391841232, 48.9455416964], [2.3386384999, 48.9451816735], [2.3381615721, 48.9450027825], [2.3374100329, 48.9447324439], [2.3372052495, 48.9447322111], [2.3365229291, 48.9451367097], [2.3365233653, 48.945316568], [2.3369330199, 48.9456317839], [2.3393889495, 48.9474735761], [2.3396616688, 48.9476081717], [2.3419807727, 48.947113731], [2.3443686592, 48.9465746578], [2.3442313068, 48.9459902751], [2.3445052557, 48.9458110184], [2.3446409859, 48.9457658973], [2.3456652182, 48.9463946921], [2.3458014173, 48.9465294278], [2.3459379481, 48.9465292735], [2.3481336417, 48.9471581374], [2.3485431423, 48.9473833841], [2.3499772197, 48.948326416], [2.3510689512, 48.9491353835], [2.3515121974, 48.9498320221], [2.3518192414, 48.9503930311], [2.352024292, 48.9504831677], [2.352297129, 48.950392916], [2.3603665151, 48.9478445315], [2.3654618107, 48.9475154965], [2.3662810107, 48.9475144341], [2.371479565, 48.9473340697], [2.3717520578, 48.9469290258], [2.3840281981, 48.9436357375], [2.3843012442, 48.9436353417], [2.3860069685, 48.944048765], [2.3875952954, 48.9445793692], [2.3886012569, 48.9449460129], [2.3899938776, 48.9459872734], [2.3928504977, 48.9477005026], [2.3944136882, 48.9482947347], [2.3976486309, 48.9486068926], [2.3985093448, 48.9480869389], [2.3984409524, 48.9478617777], [2.3982353671, 48.9474578721], [2.3961188817, 48.9454814179], [2.3952311067, 48.9448078823], [2.3842619189, 48.9366936007], [2.3776067423, 48.9317302441], [2.3771977282, 48.931236209], [2.3754222344, 48.9282620129], [2.3746688413, 48.923948676], [2.3747362196, 48.9236792394], [2.3737822761, 48.9234548299], [2.3690435547, 48.9239506623], [2.3670748512, 48.9208763785], [2.3664000377, 48.9177954126], [2.3658854311, 48.9110910872], [2.3659857194, 48.9072263968], [2.3659844047, 48.9058783256], [2.365846786, 48.9016094651]]]}";48.9296428406,2.35946866985;1;Furniture / Home Store;Fast Food Restaurant;Park;Grocery Store;Hotel;Film Studio;Shopping Mall;Gas Station;Ice Cream Shop;Bakery
88;93070;Saint-Ouen-sur-Seine;93;4.31;17328.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.3137528854, 48.9140152163], [2.3198186224, 48.9159374533], [2.325098494, 48.9172542179], [2.3263217261, 48.9176280184], [2.3287504461, 48.918697432], [2.3296374941, 48.9193265142], [2.3301141876, 48.9198210985], [2.3312731497, 48.9211684302], [2.3328418223, 48.9229218158], [2.333114548, 48.9228316056], [2.3359098577, 48.9216186884], [2.3374105635, 48.9208994633], [2.339387712, 48.9197313981], [2.3452507045, 48.9139253093], [2.3513975496, 48.9076788861], [2.3518047259, 48.9021512223], [2.3518739448, 48.9015220769], [2.348396823, 48.9015229952], [2.3312750534, 48.9011633226], [2.329980522, 48.9011632821], [2.3272535978, 48.9010643594], [2.3206289665, 48.900794042], [2.3198871747, 48.9004597821], [2.3196127488, 48.901313475], [2.3165649597, 48.9102775752], [2.3137528854, 48.9140152163]]]}";48.9097290596,2.33319973973;2;French Restaurant;Hotel;Supermarket;Flea Market;Bar;Bakery;Restaurant;Park;Japanese Restaurant;Pizza Place
